months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39,fraud_risk_score,fraud_prediction,late_report,high_claim_to_premium,high_repair_to_value,missing_police_report,missing_property_damage,weekend_incident
273,47,602704,2011-09-27,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N,,0.05170035846377807,0,True,True,True,True,False,True
147,37,672416,2013-04-20,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,armed-forces,chess,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,2015,Y,,0.8873102033397189,1,True,True,True,True,True,True
285,42,545506,1991-03-20,IN,100/300,500,1389.13,0,452942,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,2005,N,,0.0517717863878383,0,True,True,True,True,False,False
289,43,777533,2002-12-21,OH,500/1000,1000,1387.51,0,609390,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010,N,,0.05181411018727848,0,True,True,True,True,False,True
427,60,953334,2005-12-03,IN,100/300,1000,1178.61,7000000,446608,MALE,MD,craft-repair,board-games,own-child,0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y,,0.46310583912951103,0,True,True,True,False,False,False
380,53,369781,2011-05-25,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N,,0.05177473990795965,0,True,True,True,False,False,False
13,21,990998,2006-10-18,IN,100/300,1000,1556.31,0,463809,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N,,0.051756226670965154,0,True,True,True,False,False,False
282,43,982678,2006-07-19,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y,,0.8868950071737075,1,True,True,True,False,False,False
312,47,646069,2002-06-08,OH,500/1000,1000,1212.07,0,459298,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N,,0.05171647818607254,0,True,True,True,False,False,True
266,46,331683,2009-02-12,OH,100/300,2000,1578.54,0,468158,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,,0.22101323122122812,0,True,True,True,False,False,False
30,36,364055,2001-05-14,IN,500/1000,500,1488.26,0,440831,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008,N,,0.0517723969464496,0,True,True,True,True,False,True
198,36,521854,2001-02-16,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N,,0.05570827065794465,0,True,True,True,False,True,False
290,45,737252,1993-11-18,OH,500/1000,2000,1215.36,0,617739,MALE,Associate,tech-support,reading,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,,0.05170682704553029,0,True,True,True,False,True,True
260,46,344480,1990-02-18,OH,100/300,2000,1482.57,0,607133,MALE,MD,priv-house-serv,reading,husband,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N,,0.05312438650114983,0,True,True,True,False,False,False
233,43,898519,2000-05-21,OH,250/500,1000,954.18,0,437470,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N,,0.051721183618156384,0,True,True,True,False,True,False
130,30,957816,2012-08-26,IL,500/1000,2000,1193.4,0,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005,N,,0.05171908906981426,0,True,True,True,True,False,False
230,42,175960,2004-11-16,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N,,0.05234319838663424,0,True,True,True,False,False,False
212,40,489618,2003-01-23,IL,500/1000,1000,1524.45,0,452438,FEMALE,Masters,other-service,golf,husband,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N,,0.051787135873872604,0,True,True,True,False,False,False
299,44,717044,2008-11-07,OH,500/1000,1000,1653.32,0,460517,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009,N,,0.05191694859428897,0,True,True,True,True,False,True
91,26,101421,1999-10-19,IL,250/500,1000,1022.46,0,444896,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N,,0.1587276577659002,0,True,True,True,True,True,False
398,53,793948,1990-12-20,IL,100/300,2000,1396.43,0,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000,N,,0.06073886102524677,0,True,True,True,True,False,False
218,43,737483,1996-02-14,IL,250/500,500,1521.55,0,477856,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y,,0.8871753125942915,1,True,True,True,False,True,False
152,33,695117,2001-06-10,IN,100/300,1000,1034.27,0,617721,FEMALE,JD,armed-forces,exercise,husband,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N,,0.0527925980286606,0,True,True,True,False,False,False
212,39,167466,2010-03-17,OH,100/300,1000,1255.35,0,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N,,0.051720590130086785,0,True,True,True,False,False,True
242,44,664732,2003-07-30,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y,,0.8853381945807985,1,True,True,True,False,False,False
80,27,143038,2014-09-17,OH,500/1000,500,795.31,0,441923,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,2000,Y,,0.8870051721173995,1,True,True,True,True,False,False
260,43,979963,2009-06-03,IN,100/300,500,982.22,0,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011,N,,0.051711948639318495,0,True,True,True,True,True,False
133,34,467841,1994-10-11,IN,500/1000,500,1074.07,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,2015-01-28,Parked Car,?,Minor Damage,,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N,,0.05173078619731599,0,True,True,True,False,False,False
290,45,219028,1991-07-18,OH,100/300,1000,1311.3,0,451550,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y,,0.8853596338958599,1,True,True,True,False,False,True
322,49,130156,2001-09-24,IL,250/500,2000,1277.12,0,431853,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N,,0.22149970310563102,0,True,True,True,False,True,False
228,39,762951,2012-09-19,IN,500/1000,500,1388.62,0,614274,FEMALE,JD,sales,reading,husband,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N,,0.05175498456528913,0,True,True,True,False,False,False
195,37,376879,1991-07-11,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y,,0.8781967683895597,1,True,True,True,False,False,False
247,39,599031,1991-10-29,IN,100/300,500,1558.29,0,456781,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000,N,,0.051810348013028626,0,True,True,True,True,False,False
405,57,676255,1999-12-28,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008,N,,0.05171968343059612,0,True,True,True,True,True,False
144,37,985446,2012-10-11,OH,250/500,2000,1896.91,0,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y,,0.8799261736738696,1,True,True,True,False,False,True
338,47,884180,1995-08-19,IL,500/1000,500,1143.46,4000000,601600,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,2002,N,,0.05190190989666308,0,True,True,True,True,False,False
121,34,571462,1991-02-11,IN,500/1000,500,1285.42,0,465440,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y,,0.884545882382677,1,True,True,True,False,False,False
398,55,815883,1991-07-02,OH,250/500,2000,1305.26,0,455482,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y,,0.8776407518511122,1,True,True,True,False,True,False
9,30,258265,1994-04-10,IL,100/300,1000,1073.83,0,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N,,0.0517262326673964,0,True,True,True,False,True,False
115,31,569714,2005-12-04,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y,,0.570823698898038,1,True,True,True,False,False,True
280,48,180008,2014-07-16,IL,250/500,1000,1387.35,0,477415,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998,N,,0.05171598356045848,0,True,True,True,True,False,False
254,45,633375,2003-09-17,IL,250/500,500,1083.64,0,614372,MALE,JD,other-service,paintball,husband,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,?,79680,13280,13280,53120,BMW,3 Series,2004,N,,0.05170509349736678,0,True,True,True,True,False,False
141,30,556538,2000-07-15,IL,250/500,1000,1851.78,0,465248,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,,0.05174451185486808,0,True,True,True,False,False,False
441,55,669501,2009-07-29,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N,,0.10648127705165637,0,True,True,True,False,False,False
381,55,963761,1991-04-13,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,,0.22049847915142876,0,True,True,True,False,False,False
191,38,753005,2005-11-20,IL,100/300,2000,1253.44,0,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,,0.16495118298788589,0,True,True,True,False,False,True
145,34,454758,1990-05-20,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,,0.05171282361362965,0,True,True,True,False,False,False
479,60,698589,2002-11-28,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006,N,,0.051836023832554944,0,True,True,True,True,True,True
215,35,330119,2004-06-15,IL,500/1000,1000,1125.4,0,606144,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,,WV,Columbus,7785 Lincoln Lane,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,,0.053373541114681844,0,True,True,False,False,True,False
41,33,164464,2010-09-26,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,?,Minor Damage,,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N,,0.05953876723693263,0,True,True,True,True,False,False
45,31,927354,1990-09-15,IN,100/300,500,1459.5,0,475891,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,?,Minor Damage,,NY,Springfield,1298 Maple Hwy,6,1,?,1,3,?,6000,1000,1000,4000,Suburu,Impreza,2000,N,,0.05193018856495124,0,True,True,True,True,True,False
156,38,231508,2009-09-16,IL,100/300,500,1367.99,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,?,0,3,?,55200,11040,5520,38640,Saab,92x,1998,Y,,0.15932540563879577,0,True,True,True,True,True,False
246,45,272910,1999-08-12,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,?,Trivial Damage,,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N,,0.05199833964148385,0,True,True,True,False,False,True
178,39,305758,2009-03-08,IL,100/300,500,1035.99,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N,,0.05171019714291288,0,True,True,True,True,False,True
237,43,950542,2009-04-27,OH,250/500,500,911.53,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,,0.8081829095291597,1,True,True,True,False,False,False
127,34,291544,2006-08-02,OH,500/1000,500,1319.97,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,?,Minor Damage,,NC,Arlington,4460 4th Lane,8,1,YES,1,3,?,4700,470,940,3290,Saab,92x,1998,N,,0.0517239755434888,0,True,True,True,True,False,False
1,33,388616,1995-12-06,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,,0.05243090754761541,0,True,True,True,False,False,False
5,21,577992,2002-11-13,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,,0.05196770092588954,0,True,True,True,False,False,False
64,28,342830,1991-11-09,IL,500/1000,1000,1468.82,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N,,0.05178842557417425,0,True,True,True,False,False,False
142,30,491170,1998-01-14,IN,500/1000,500,1412.76,0,603260,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N,,0.05174880984217323,0,True,True,True,False,False,True
97,27,175553,2002-04-25,OH,500/1000,500,1588.26,0,434370,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N,,0.05171301726210872,0,True,True,True,False,False,True
121,31,439341,1991-07-20,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y,,0.8350535127133656,1,True,True,True,True,False,True
225,43,221186,2004-08-13,OH,100/300,1000,1517.54,0,617883,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N,,0.21941685412497675,0,True,True,True,False,False,False
425,53,868031,1990-06-24,OH,250/500,2000,912.29,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,?,1,2,?,97080,16180,16180,64720,Saab,92x,2005,N,,0.05177573726562357,0,True,True,True,True,True,True
285,44,844117,1991-08-21,OH,250/500,2000,1144.3,0,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,?,5500,500,500,4500,Honda,Civic,2010,N,,0.05210933506540592,0,True,True,True,True,False,False
192,38,744557,2011-02-25,IN,500/1000,1000,1281.43,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,?,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N,,0.05178155871736614,0,True,True,True,False,True,False
285,48,159536,2013-02-04,IL,100/300,2000,1101.85,0,457875,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N,,0.05199581928379908,0,True,True,True,False,False,False
98,26,727109,2001-02-20,IN,500/1000,2000,1082.1,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,?,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N,,0.05178387247527736,0,True,True,True,False,True,False
175,36,155604,1992-03-03,OH,500/1000,500,1185.44,0,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y,,0.8880563275860396,1,True,True,True,False,False,False
259,45,608443,2006-12-21,IL,500/1000,2000,1175.07,0,457121,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,?,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N,,0.051806031606629485,0,True,True,True,False,True,True
140,36,117862,2000-07-14,OH,500/1000,2000,979.26,0,436364,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N,,0.8268285879631238,1,True,True,True,False,False,True
231,37,991553,1991-12-12,OH,250/500,500,920.81,0,467654,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,?,71190,0,7910,63280,Mercedes,C300,1997,Y,,0.8861312701638419,1,True,True,True,True,False,False
186,38,727443,2013-07-01,OH,100/300,500,922.85,0,471148,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,5650 Rock Ave,7,1,?,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N,,0.05182947682146768,0,True,True,True,False,True,False
229,41,378587,1998-12-16,OH,250/500,2000,1107.59,3000000,468202,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N,,0.21873369352330227,0,True,True,True,False,False,False
180,36,420948,2015-01-03,IL,100/300,500,1272.46,0,456959,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,?,69630,12660,6330,50640,Toyota,Corolla,1998,N,,0.051840151987567674,0,True,True,True,True,False,False
188,33,457188,1994-04-01,IL,250/500,1000,1340.24,0,447274,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,?,76010,13820,6910,55280,Dodge,RAM,1995,Y,,0.8206871714756412,1,True,True,True,True,False,True
